Code,Area,Year,Fuel,Sector,Measurement,Value
E09000016,Havering,2007,Petroleum products,Total,Ktoe ,133.3043933
E09000017,Hillingdon,2007,Petroleum products,Total,Ktoe ,207.7964157
E09000018,Hounslow,2007,Petroleum products,Total,Ktoe ,130.0343183
E09000019,Islington,2007,Petroleum products,Total,Ktoe ,49.0422345
E09000020,Kensington and Chelsea,2007,Petroleum products,Total,Ktoe ,52.54338402
E09000021,Kingston upon Thames,2007,Petroleum products,Total,Ktoe ,77.65810652
E09000022,Lambeth,2007,Petroleum products,Total,Ktoe ,85.92005845
E09000023,Lewisham,2007,Petroleum products,Total,Ktoe ,83.49472671
E09000024,Merton,2007,Petroleum products,Total,Ktoe ,56.42986603
E09000025,Newham,2007,Petroleum products,Total,Ktoe ,109.5230896
E09000026,Redbridge,2007,Petroleum products,Total,Ktoe ,90.49945986
E09000027,Richmond upon Thames,2007,Petroleum products,Total,Ktoe ,70.88614416
E09000028,Southwark,2007,Petroleum products,Total,Ktoe ,87.4815502
E09000029,Sutton,2007,Petroleum products,Total,Ktoe ,58.69510017
E09000030,Tower Hamlets,2007,Petroleum products,Total,Ktoe ,98.86291647
E09000031,Waltham Forest,2007,Petroleum products,Total,Ktoe ,63.50086911
E09000032,Wandsworth,2007,Petroleum products,Total,Ktoe ,87.75965059
E09000033,Westminster,2007,Petroleum products,Total,Ktoe ,131.3038701
E09000002,Barking and Dagenham,2008,Petroleum products,Total,Ktoe ,66.38454224
E09000003,Barnet,2008,Petroleum products,Total,Ktoe ,134.2001732
E09000004,Bexley,2008,Petroleum products,Total,Ktoe ,90.46226437
E09000005,Brent,2008,Petroleum products,Total,Ktoe ,80.89096662
E09000006,Bromley,2008,Petroleum products,Total,Ktoe ,110.5323771
E09000007,Camden,2008,Petroleum products,Total,Ktoe ,56.34900416
E09000001,City of London,2008,Petroleum products,Total,Ktoe ,22.03172576
E09000008,Croydon,2008,Petroleum products,Total,Ktoe ,104.0000803
E09000009,Ealing,2008,Petroleum products,Total,Ktoe ,115.6200641
E09000010,Enfield,2008,Petroleum products,Total,Ktoe ,136.060251
E09000011,Greenwich,2008,Petroleum products,Total,Ktoe ,96.96307224
E09000012,Hackney,2008,Petroleum products,Total,Ktoe ,56.89698705
E09000013,Hammersmith and Fulham,2008,Petroleum products,Total,Ktoe ,58.48163138
E09000014,Haringey,2008,Petroleum products,Total,Ktoe ,62.43392716
E09000015,Harrow,2008,Petroleum products,Total,Ktoe ,51.74780063
E09000016,Havering,2008,Petroleum products,Total,Ktoe ,130.890783
E09000017,Hillingdon,2008,Petroleum products,Total,Ktoe ,208.1940705
E09000018,Hounslow,2008,Petroleum products,Total,Ktoe ,127.8054686
E09000019,Islington,2008,Petroleum products,Total,Ktoe ,47.7632364
E09000020,Kensington and Chelsea,2008,Petroleum products,Total,Ktoe ,50.7336088
E09000021,Kingston upon Thames,2008,Petroleum products,Total,Ktoe ,75.09204781
E09000022,Lambeth,2008,Petroleum products,Total,Ktoe ,83.29908397
E09000023,Lewisham,2008,Petroleum products,Total,Ktoe ,81.902001
E09000024,Merton,2008,Petroleum products,Total,Ktoe ,55.56521826
E09000025,Newham,2008,Petroleum products,Total,Ktoe ,104.6076959
E09000026,Redbridge,2008,Petroleum products,Total,Ktoe ,84.50754486
E09000027,Richmond upon Thames,2008,Petroleum products,Total,Ktoe ,68.76060035
E09000028,Southwark,2008,Petroleum products,Total,Ktoe ,83.73698172
E09000029,Sutton,2008,Petroleum products,Total,Ktoe ,55.63714837
E09000030,Tower Hamlets,2008,Petroleum products,Total,Ktoe ,96.30694204
E09000031,Waltham Forest,2008,Petroleum products,Total,Ktoe ,61.06685654
E09000032,Wandsworth,2008,Petroleum products,Total,Ktoe ,85.72357225
E09000033,Westminster,2008,Petroleum products,Total,Ktoe ,121.4325388
E09000002,Barking and Dagenham,2009,Petroleum products,Total,Ktoe ,66.42994628
E09000003,Barnet,2009,Petroleum products,Total,Ktoe ,129.5063729
E09000004,Bexley,2009,Petroleum products,Total,Ktoe ,88.7670925
E09000005,Brent,2009,Petroleum products,Total,Ktoe ,77.1608031
E09000006,Bromley,2009,Petroleum products,Total,Ktoe ,107.1524899
E09000007,Camden,2009,Petroleum products,Total,Ktoe ,55.08693125
E09000001,City of London,2009,Petroleum products,Total,Ktoe ,20.42930835
E09000008,Croydon,2009,Petroleum products,Total,Ktoe ,100.209418
E09000009,Ealing,2009,Petroleum products,Total,Ktoe ,110.7088106
E09000010,Enfield,2009,Petroleum products,Total,Ktoe ,132.4181821
E09000011,Greenwich,2009,Petroleum products,Total,Ktoe ,94.01518106
E09000012,Hackney,2009,Petroleum products,Total,Ktoe ,55.17687254
E09000013,Hammersmith and Fulham,2009,Petroleum products,Total,Ktoe ,58.73556418
E09000014,Haringey,2009,Petroleum products,Total,Ktoe ,59.10562329
E09000015,Harrow,2009,Petroleum products,Total,Ktoe ,49.57994637
E09000016,Havering,2009,Petroleum products,Total,Ktoe ,129.8280072
E09000017,Hillingdon,2009,Petroleum products,Total,Ktoe ,203.3012566
E09000018,Hounslow,2009,Petroleum products,Total,Ktoe ,123.2690912
E09000019,Islington,2009,Petroleum products,Total,Ktoe ,45.93572797
E09000020,Kensington and Chelsea,2009,Petroleum products,Total,Ktoe ,50.46713305
E09000021,Kingston upon Thames,2009,Petroleum products,Total,Ktoe ,73.53819338
E09000022,Lambeth,2009,Petroleum products,Total,Ktoe ,80.44238847
E09000023,Lewisham,2009,Petroleum products,Total,Ktoe ,79.69289062
E09000024,Merton,2009,Petroleum products,Total,Ktoe ,52.77719142
E09000025,Newham,2009,Petroleum products,Total,Ktoe ,105.0171097
E09000026,Redbridge,2009,Petroleum products,Total,Ktoe ,83.39383541
E09000027,Richmond upon Thames,2009,Petroleum products,Total,Ktoe ,65.65006693
E09000028,Southwark,2009,Petroleum products,Total,Ktoe ,82.05592237
E09000029,Sutton,2009,Petroleum products,Total,Ktoe ,54.2453199
E09000030,Tower Hamlets,2009,Petroleum products,Total,Ktoe ,93.90207911
E09000031,Waltham Forest,2009,Petroleum products,Total,Ktoe ,59.38591063
E09000032,Wandsworth,2009,Petroleum products,Total,Ktoe ,80.45070966
E09000033,Westminster,2009,Petroleum products,Total,Ktoe ,113.996193
E09000002,Barking and Dagenham,2010,Petroleum products,Total,Ktoe ,64.34809211
E09000003,Barnet,2010,Petroleum products,Total,Ktoe ,130.6747054
E09000004,Bexley,2010,Petroleum products,Total,Ktoe ,87.51314118
E09000005,Brent,2010,Petroleum products,Total,Ktoe ,80.78720006
E09000006,Bromley,2010,Petroleum products,Total,Ktoe ,104.8454224
E09000007,Camden,2010,Petroleum products,Total,Ktoe ,52.55133098
E09000001,City of London,2010,Petroleum products,Total,Ktoe ,20.52771143
E09000008,Croydon,2010,Petroleum products,Total,Ktoe ,97.27419683
E09000009,Ealing,2010,Petroleum products,Total,Ktoe ,108.6359454
E09000010,Enfield,2010,Petroleum products,Total,Ktoe ,131.2979325
E09000011,Greenwich,2010,Petroleum products,Total,Ktoe ,91.58464506
E09000012,Hackney,2010,Petroleum products,Total,Ktoe ,54.72468294
E09000013,Hammersmith and Fulham,2010,Petroleum products,Total,Ktoe ,58.32745606
E09000014,Haringey,2010,Petroleum products,Total,Ktoe ,57.94928403
E09000015,Harrow,2010,Petroleum products,Total,Ktoe ,48.19845296
E09000016,Havering,2010,Petroleum products,Total,Ktoe ,125.1972345
E09000017,Hillingdon,2010,Petroleum products,Total,Ktoe ,197.3576939
E09000018,Hounslow,2010,Petroleum products,Total,Ktoe ,121.0208824
E09000019,Islington,2010,Petroleum products,Total,Ktoe ,44.61601907
E09000020,Kensington and Chelsea,2010,Petroleum products,Total,Ktoe ,49.48967659
E09000021,Kingston upon Thames,2010,Petroleum products,Total,Ktoe ,76.61449387
E09000022,Lambeth,2010,Petroleum products,Total,Ktoe ,77.79863832
E09000023,Lewisham,2010,Petroleum products,Total,Ktoe ,77.63697655
E09000024,Merton,2010,Petroleum products,Total,Ktoe ,51.87181825
E09000025,Newham,2010,Petroleum products,Total,Ktoe ,100.4097575
E09000026,Redbridge,2010,Petroleum products,Total,Ktoe ,82.12209858
E09000027,Richmond upon Thames,2010,Petroleum products,Total,Ktoe ,64.24955129
E09000028,Southwark,2010,Petroleum products,Total,Ktoe ,79.53807015
E09000029,Sutton,2010,Petroleum products,Total,Ktoe ,51.99816982
E09000030,Tower Hamlets,2010,Petroleum products,Total,Ktoe ,93.63408773
E09000031,Waltham Forest,2010,Petroleum products,Total,Ktoe ,58.85006675
E09000032,Wandsworth,2010,Petroleum products,Total,Ktoe ,79.81320076
E09000033,Westminster,2010,Petroleum products,Total,Ktoe ,114.3845828
E09000002,Barking and Dagenham,2011,Petroleum products,Total,Ktoe ,63.27448735
E09000003,Barnet,2011,Petroleum products,Total,Ktoe ,122.921258
E09000004,Bexley,2011,Petroleum products,Total,Ktoe ,83.37600379
E09000005,Brent,2011,Petroleum products,Total,Ktoe ,76.61549618
E09000006,Bromley,2011,Petroleum products,Total,Ktoe ,102.3068408
E09000007,Camden,2011,Petroleum products,Total,Ktoe ,50.42145687
E09000001,City of London,2011,Petroleum products,Total,Ktoe ,19.60196267
E09000008,Croydon,2011,Petroleum products,Total,Ktoe ,95.41066857
E09000009,Ealing,2011,Petroleum products,Total,Ktoe ,106.9319684
E09000010,Enfield,2011,Petroleum products,Total,Ktoe ,123.3664181
E09000011,Greenwich,2011,Petroleum products,Total,Ktoe ,91.25555391
E09000012,Hackney,2011,Petroleum products,Total,Ktoe ,51.57587442
E09000013,Hammersmith and Fulham,2011,Petroleum products,Total,Ktoe ,54.86532014
E09000014,Haringey,2011,Petroleum products,Total,Ktoe ,55.82838291
E09000015,Harrow,2011,Petroleum products,Total,Ktoe ,47.74261773
E09000016,Havering,2011,Petroleum products,Total,Ktoe ,126.5112492
E09000017,Hillingdon,2011,Petroleum products,Total,Ktoe ,190.5620542
E09000018,Hounslow,2011,Petroleum products,Total,Ktoe ,119.995932
E09000019,Islington,2011,Petroleum products,Total,Ktoe ,43.00149566
E09000020,Kensington and Chelsea,2011,Petroleum products,Total,Ktoe ,48.1433075
E09000021,Kingston upon Thames,2011,Petroleum products,Total,Ktoe ,71.06564973
E09000022,Lambeth,2011,Petroleum products,Total,Ktoe ,75.28532241
E09000023,Lewisham,2011,Petroleum products,Total,Ktoe ,75.83951298
E09000024,Merton,2011,Petroleum products,Total,Ktoe ,49.56550523
E09000025,Newham,2011,Petroleum products,Total,Ktoe ,95.52318789
E09000026,Redbridge,2011,Petroleum products,Total,Ktoe ,87.41801404
E09000027,Richmond upon Thames,2011,Petroleum products,Total,Ktoe ,62.30456719
E09000028,Southwark,2011,Petroleum products,Total,Ktoe ,77.09296986
E09000029,Sutton,2011,Petroleum products,Total,Ktoe ,50.5346549
E09000030,Tower Hamlets,2011,Petroleum products,Total,Ktoe ,88.99912505
E09000031,Waltham Forest,2011,Petroleum products,Total,Ktoe ,55.24697397
E09000032,Wandsworth,2011,Petroleum products,Total,Ktoe ,76.10319212
E09000033,Westminster,2011,Petroleum products,Total,Ktoe ,107.5199971
E09000002,Barking and Dagenham,2012,Petroleum products,Total,Ktoe ,61.409052
E09000003,Barnet,2012,Petroleum products,Total,Ktoe ,125.5837951
E09000004,Bexley,2012,Petroleum products,Total,Ktoe ,81.96436782
E09000005,Brent,2012,Petroleum products,Total,Ktoe ,77.64307699
E09000006,Bromley,2012,Petroleum products,Total,Ktoe ,100.871853
E09000007,Camden,2012,Petroleum products,Total,Ktoe ,48.3548598
E09000001,City of London,2012,Petroleum products,Total,Ktoe ,18.86316849
E09000008,Croydon,2012,Petroleum products,Total,Ktoe ,94.43339878
E09000009,Ealing,2012,Petroleum products,Total,Ktoe ,105.000833
E09000010,Enfield,2012,Petroleum products,Total,Ktoe ,129.7702358
E09000011,Greenwich,2012,Petroleum products,Total,Ktoe ,88.55457377
E09000012,Hackney,2012,Petroleum products,Total,Ktoe ,50.5706498
E09000013,Hammersmith and Fulham,2012,Petroleum products,Total,Ktoe ,52.18587512
E09000014,Haringey,2012,Petroleum products,Total,Ktoe ,55.43715831
E09000015,Harrow,2012,Petroleum products,Total,Ktoe ,48.01739563
E09000016,Havering,2012,Petroleum products,Total,Ktoe ,124.02555
E09000017,Hillingdon,2012,Petroleum products,Total,Ktoe ,193.9528702
E09000018,Hounslow,2012,Petroleum products,Total,Ktoe ,118.7194785
E09000019,Islington,2012,Petroleum products,Total,Ktoe ,42.37143036
E09000020,Kensington and Chelsea,2012,Petroleum products,Total,Ktoe ,46.598186
E09000021,Kingston upon Thames,2012,Petroleum products,Total,Ktoe ,69.57553067
E09000022,Lambeth,2012,Petroleum products,Total,Ktoe ,71.97695067
E09000023,Lewisham,2012,Petroleum products,Total,Ktoe ,73.76767357
E09000024,Merton,2012,Petroleum products,Total,Ktoe ,49.23481284
E09000025,Newham,2012,Petroleum products,Total,Ktoe ,95.96042018
E09000026,Redbridge,2012,Petroleum products,Total,Ktoe ,86.55694392
E09000027,Richmond upon Thames,2012,Petroleum products,Total,Ktoe ,63.2217132
E09000028,Southwark,2012,Petroleum products,Total,Ktoe ,73.52751049
E09000029,Sutton,2012,Petroleum products,Total,Ktoe ,49.87221058
E09000030,Tower Hamlets,2012,Petroleum products,Total,Ktoe ,85.25713536
E09000031,Waltham Forest,2012,Petroleum products,Total,Ktoe ,57.13854426
E09000032,Wandsworth,2012,Petroleum products,Total,Ktoe ,75.40953948
E09000033,Westminster,2012,Petroleum products,Total,Ktoe ,104.4141072
E09000002,Barking and Dagenham,2013,Petroleum products,Total,Ktoe ,62.59067529
E09000003,Barnet,2013,Petroleum products,Total,Ktoe ,125.9383786
E09000004,Bexley,2013,Petroleum products,Total,Ktoe ,79.25969652
E09000005,Brent,2013,Petroleum products,Total,Ktoe ,74.45031494
E09000006,Bromley,2013,Petroleum products,Total,Ktoe ,99.88573362
E09000007,Camden,2013,Petroleum products,Total,Ktoe ,47.1931618
E09000001,City of London,2013,Petroleum products,Total,Ktoe ,18.26807943
E09000008,Croydon,2013,Petroleum products,Total,Ktoe ,93.97231847
E09000009,Ealing,2013,Petroleum products,Total,Ktoe ,108.607934
E09000010,Enfield,2013,Petroleum products,Total,Ktoe ,127.854479
E09000011,Greenwich,2013,Petroleum products,Total,Ktoe ,86.26158335
E09000012,Hackney,2013,Petroleum products,Total,Ktoe ,48.85610204
E09000013,Hammersmith and Fulham,2013,Petroleum products,Total,Ktoe ,53.19602103
E09000014,Haringey,2013,Petroleum products,Total,Ktoe ,54.85015299
E09000015,Harrow,2013,Petroleum products,Total,Ktoe ,47.07705141
E09000016,Havering,2013,Petroleum products,Total,Ktoe ,125.342162
E09000017,Hillingdon,2013,Petroleum products,Total,Ktoe ,194.9581208
E09000018,Hounslow,2013,Petroleum products,Total,Ktoe ,117.1644577
E09000019,Islington,2013,Petroleum products,Total,Ktoe ,41.21589763
E09000020,Kensington and Chelsea,2013,Petroleum products,Total,Ktoe ,45.45997687
E09000021,Kingston upon Thames,2013,Petroleum products,Total,Ktoe ,68.47149288
E09000022,Lambeth,2013,Petroleum products,Total,Ktoe ,70.57792611
E09000023,Lewisham,2013,Petroleum products,Total,Ktoe ,71.56161925
E09000024,Merton,2013,Petroleum products,Total,Ktoe ,48.38072819
E09000025,Newham,2013,Petroleum products,Total,Ktoe ,90.00032677
E09000026,Redbridge,2013,Petroleum products,Total,Ktoe ,83.69652896
E09000027,Richmond upon Thames,2013,Petroleum products,Total,Ktoe ,61.58553846
E09000028,Southwark,2013,Petroleum products,Total,Ktoe ,71.84135613
E09000029,Sutton,2013,Petroleum products,Total,Ktoe ,49.07167951
E09000030,Tower Hamlets,2013,Petroleum products,Total,Ktoe ,84.49757097
E09000031,Waltham Forest,2013,Petroleum products,Total,Ktoe ,57.1800858
E09000032,Wandsworth,2013,Petroleum products,Total,Ktoe ,72.97262679
E09000033,Westminster,2013,Petroleum products,Total,Ktoe ,101.1834777
E09000002,Barking and Dagenham,2014,Petroleum products,Total,Ktoe ,66.9722836
E09000003,Barnet,2014,Petroleum products,Total,Ktoe ,127.5885722
E09000004,Bexley,2014,Petroleum products,Total,Ktoe ,79.91572623
E09000005,Brent,2014,Petroleum products,Total,Ktoe ,77.83448424
E09000006,Bromley,2014,Petroleum products,Total,Ktoe ,100.6672961
E09000007,Camden,2014,Petroleum products,Total,Ktoe ,48.9895864
E09000001,City of London,2014,Petroleum products,Total,Ktoe ,20.09119712
E09000008,Croydon,2014,Petroleum products,Total,Ktoe ,94.35162895
E09000009,Ealing,2014,Petroleum products,Total,Ktoe ,107.2839037
E09000010,Enfield,2014,Petroleum products,Total,Ktoe ,130.012327
E09000011,Greenwich,2014,Petroleum products,Total,Ktoe ,87.03926303
E09000012,Hackney,2014,Petroleum products,Total,Ktoe ,49.00517984
E09000013,Hammersmith and Fulham,2014,Petroleum products,Total,Ktoe ,53.04571348
E09000014,Haringey,2014,Petroleum products,Total,Ktoe ,55.51882242
E09000015,Harrow,2014,Petroleum products,Total,Ktoe ,46.77029181
E09000016,Havering,2014,Petroleum products,Total,Ktoe ,128.4564091
E09000017,Hillingdon,2014,Petroleum products,Total,Ktoe ,200.2060003
E09000018,Hounslow,2014,Petroleum products,Total,Ktoe ,120.0621477
E09000019,Islington,2014,Petroleum products,Total,Ktoe ,41.93776636
E09000020,Kensington and Chelsea,2014,Petroleum products,Total,Ktoe ,49.13783832
E09000021,Kingston upon Thames,2014,Petroleum products,Total,Ktoe ,67.69544226
E09000022,Lambeth,2014,Petroleum products,Total,Ktoe ,71.46465555
E09000023,Lewisham,2014,Petroleum products,Total,Ktoe ,71.87104423
E09000024,Merton,2014,Petroleum products,Total,Ktoe ,48.0237747
E09000025,Newham,2014,Petroleum products,Total,Ktoe ,95.33446061
E09000026,Redbridge,2014,Petroleum products,Total,Ktoe ,85.09997783
E09000027,Richmond upon Thames,2014,Petroleum products,Total,Ktoe ,61.45872715
E09000028,Southwark,2014,Petroleum products,Total,Ktoe ,72.89868429
E09000029,Sutton,2014,Petroleum products,Total,Ktoe ,49.54449393
E09000030,Tower Hamlets,2014,Petroleum products,Total,Ktoe ,86.49651518
E09000031,Waltham Forest,2014,Petroleum products,Total,Ktoe ,60.69232846
E09000032,Wandsworth,2014,Petroleum products,Total,Ktoe ,72.19791362
E09000033,Westminster,2014,Petroleum products,Total,Ktoe ,107.6121526
E09000002,Barking and Dagenham,2015,Petroleum products,Total,Ktoe ,63.99297296
E09000003,Barnet,2015,Petroleum products,Total,Ktoe ,126.3250308
E09000004,Bexley,2015,Petroleum products,Total,Ktoe ,81.05959984
E09000005,Brent,2015,Petroleum products,Total,Ktoe ,74.94990472
E09000006,Bromley,2015,Petroleum products,Total,Ktoe ,99.47489767
E09000007,Camden,2015,Petroleum products,Total,Ktoe ,50.14646451
E09000001,City of London,2015,Petroleum products,Total,Ktoe ,21.07545966
E09000008,Croydon,2015,Petroleum products,Total,Ktoe ,92.313109
E09000009,Ealing,2015,Petroleum products,Total,Ktoe ,106.0141846
E09000010,Enfield,2015,Petroleum products,Total,Ktoe ,136.4676981
E09000011,Greenwich,2015,Petroleum products,Total,Ktoe ,85.86485814
E09000012,Hackney,2015,Petroleum products,Total,Ktoe ,48.04234634
E09000013,Hammersmith and Fulham,2015,Petroleum products,Total,Ktoe ,53.218605
E09000014,Haringey,2015,Petroleum products,Total,Ktoe ,55.7829295
E09000015,Harrow,2015,Petroleum products,Total,Ktoe ,45.76158425
E09000016,Havering,2015,Petroleum products,Total,Ktoe ,131.3438547
E09000017,Hillingdon,2015,Petroleum products,Total,Ktoe ,193.7077354
E09000018,Hounslow,2015,Petroleum products,Total,Ktoe ,117.5845178
E09000019,Islington,2015,Petroleum products,Total,Ktoe ,41.71780317
E09000020,Kensington and Chelsea,2015,Petroleum products,Total,Ktoe ,49.13477787
E09000021,Kingston upon Thames,2015,Petroleum products,Total,Ktoe ,67.01968571
E09000022,Lambeth,2015,Petroleum products,Total,Ktoe ,72.29271633
E09000023,Lewisham,2015,Petroleum products,Total,Ktoe ,73.38755078
E09000024,Merton,2015,Petroleum products,Total,Ktoe ,46.5753751
E09000025,Newham,2015,Petroleum products,Total,Ktoe ,97.47136056
E09000026,Redbridge,2015,Petroleum products,Total,Ktoe ,84.77163177
E09000027,Richmond upon Thames,2015,Petroleum products,Total,Ktoe ,60.28229627
E09000028,Southwark,2015,Petroleum products,Total,Ktoe ,71.99990885
E09000029,Sutton,2015,Petroleum products,Total,Ktoe ,48.28757197
E09000030,Tower Hamlets,2015,Petroleum products,Total,Ktoe ,83.95780389
E09000031,Waltham Forest,2015,Petroleum products,Total,Ktoe ,58.6937919
E09000032,Wandsworth,2015,Petroleum products,Total,Ktoe ,72.24659706
E09000033,Westminster,2015,Petroleum products,Total,Ktoe ,111.3901543
E09000002,Barking and Dagenham,2005,Gas,Industrial & Commercial,Ktoe ,27.99
E09000003,Barnet,2005,Gas,Industrial & Commercial,Ktoe ,69.495
E09000004,Bexley,2005,Gas,Industrial & Commercial,Ktoe ,76.993
E09000005,Brent,2005,Gas,Industrial & Commercial,Ktoe ,54.99
E09000006,Bromley,2005,Gas,Industrial & Commercial,Ktoe ,48.819
E09000007,Camden,2005,Gas,Industrial & Commercial,Ktoe ,138.725
E09000001,City of London,2005,Gas,Industrial & Commercial,Ktoe ,81.265
E09000008,Croydon,2005,Gas,Industrial & Commercial,Ktoe ,76.951
E09000009,Ealing,2005,Gas,Industrial & Commercial,Ktoe ,72.577
E09000010,Enfield,2005,Gas,Industrial & Commercial,Ktoe ,62.736
E09000011,Greenwich,2005,Gas,Industrial & Commercial,Ktoe ,88.563
E09000012,Hackney,2005,Gas,Industrial & Commercial,Ktoe ,31.202
E09000013,Hammersmith and Fulham,2005,Gas,Industrial & Commercial,Ktoe ,58.317
E09000014,Haringey,2005,Gas,Industrial & Commercial,Ktoe ,38.362
E09000015,Harrow,2005,Gas,Industrial & Commercial,Ktoe ,60.049
E09000016,Havering,2005,Gas,Industrial & Commercial,Ktoe ,29.946
E09000017,Hillingdon,2005,Gas,Industrial & Commercial,Ktoe ,148.14
E09000018,Hounslow,2005,Gas,Industrial & Commercial,Ktoe ,75.487
E09000019,Islington,2005,Gas,Industrial & Commercial,Ktoe ,61.409
E09000020,Kensington and Chelsea,2005,Gas,Industrial & Commercial,Ktoe ,92.204
E09000021,Kingston upon Thames,2005,Gas,Industrial & Commercial,Ktoe ,26.547
E09000022,Lambeth,2005,Gas,Industrial & Commercial,Ktoe ,74.934
E09000023,Lewisham,2005,Gas,Industrial & Commercial,Ktoe ,36.225
E09000024,Merton,2005,Gas,Industrial & Commercial,Ktoe ,38.416
E09000025,Newham,2005,Gas,Industrial & Commercial,Ktoe ,116.61
E09000026,Redbridge,2005,Gas,Industrial & Commercial,Ktoe ,30.195
E09000027,Richmond upon Thames,2005,Gas,Industrial & Commercial,Ktoe ,43.918
E09000028,Southwark,2005,Gas,Industrial & Commercial,Ktoe ,96.942
E09000029,Sutton,2005,Gas,Industrial & Commercial,Ktoe ,31.994
E09000030,Tower Hamlets,2005,Gas,Industrial & Commercial,Ktoe ,66.625
E09000031,Waltham Forest,2005,Gas,Industrial & Commercial,Ktoe ,36.108
E09000032,Wandsworth,2005,Gas,Industrial & Commercial,Ktoe ,80.592
E09000033,Westminster,2005,Gas,Industrial & Commercial,Ktoe ,266.655
E12000001,North East,2005,Gas,Industrial & Commercial,Ktoe ,1199.676
E12000002,North West,2005,Gas,Industrial & Commercial,Ktoe ,3089.122
E12000003,Yorkshire and the Humber,2005,Gas,Industrial & Commercial,Ktoe ,2635.351
E12000004,East Midlands,2005,Gas,Industrial & Commercial,Ktoe ,1628.246
E12000005,West Midlands,2005,Gas,Industrial & Commercial,Ktoe ,1974.456
E12000006,East of England,2005,Gas,Industrial & Commercial,Ktoe ,1800.811
E12000007,Greater London,2005,Gas,Industrial & Commercial,Ktoe ,2339.983
E12000008,South East,2005,Gas,Industrial & Commercial,Ktoe ,2551.626
E12000009,South West,2005,Gas,Industrial & Commercial,Ktoe ,1397.025
N92000002,Northern Ireland,2005,Gas,Industrial & Commercial,Ktoe ,..
W92000004,Wales,2005,Gas,Industrial & Commercial,Ktoe ,1240.079
S92000003,Scotland,2005,Gas,Industrial & Commercial,Ktoe ,2202.38
E92000001,England,2005,Gas,Industrial & Commercial,Ktoe ,18616.296
K02000001,United Kingdom,2005,Gas,Industrial & Commercial,Ktoe ,22085.279
E09000002,Barking and Dagenham,2006,Gas,Industrial & Commercial,Ktoe ,22.022
E09000003,Barnet,2006,Gas,Industrial & Commercial,Ktoe ,64.246
E09000004,Bexley,2006,Gas,Industrial & Commercial,Ktoe ,77.057
E09000005,Brent,2006,Gas,Industrial & Commercial,Ktoe ,50.083
E09000006,Bromley,2006,Gas,Industrial & Commercial,Ktoe ,52.518
E09000007,Camden,2006,Gas,Industrial & Commercial,Ktoe ,139.005
E09000001,City of London,2006,Gas,Industrial & Commercial,Ktoe ,76.409
E09000008,Croydon,2006,Gas,Industrial & Commercial,Ktoe ,55.545
E09000009,Ealing,2006,Gas,Industrial & Commercial,Ktoe ,71.423
E09000010,Enfield,2006,Gas,Industrial & Commercial,Ktoe ,59.544
E09000011,Greenwich,2006,Gas,Industrial & Commercial,Ktoe ,85.532
E09000012,Hackney,2006,Gas,Industrial & Commercial,Ktoe ,30.226
E09000013,Hammersmith and Fulham,2006,Gas,Industrial & Commercial,Ktoe ,57.04
E09000014,Haringey,2006,Gas,Industrial & Commercial,Ktoe ,36.893
E09000015,Harrow,2006,Gas,Industrial & Commercial,Ktoe ,57.542
E09000016,Havering,2006,Gas,Industrial & Commercial,Ktoe ,24.765
E09000017,Hillingdon,2006,Gas,Industrial & Commercial,Ktoe ,135.165
E09000018,Hounslow,2006,Gas,Industrial & Commercial,Ktoe ,71.645
E09000019,Islington,2006,Gas,Industrial & Commercial,Ktoe ,64.052
E09000020,Kensington and Chelsea,2006,Gas,Industrial & Commercial,Ktoe ,90.037
E09000021,Kingston upon Thames,2006,Gas,Industrial & Commercial,Ktoe ,24.467
E09000022,Lambeth,2006,Gas,Industrial & Commercial,Ktoe ,73.514
E09000023,Lewisham,2006,Gas,Industrial & Commercial,Ktoe ,31.266
E09000024,Merton,2006,Gas,Industrial & Commercial,Ktoe ,37.223
E09000025,Newham,2006,Gas,Industrial & Commercial,Ktoe ,112.655
E09000026,Redbridge,2006,Gas,Industrial & Commercial,Ktoe ,28.649
E09000027,Richmond upon Thames,2006,Gas,Industrial & Commercial,Ktoe ,41.706
E09000028,Southwark,2006,Gas,Industrial & Commercial,Ktoe ,87.722
E09000029,Sutton,2006,Gas,Industrial & Commercial,Ktoe ,31.541
E09000030,Tower Hamlets,2006,Gas,Industrial & Commercial,Ktoe ,69.003
E09000031,Waltham Forest,2006,Gas,Industrial & Commercial,Ktoe ,37.86
E09000032,Wandsworth,2006,Gas,Industrial & Commercial,Ktoe ,71.984
E09000033,Westminster,2006,Gas,Industrial & Commercial,Ktoe ,267.85
E12000001,North East,2006,Gas,Industrial & Commercial,Ktoe ,1059.049
E12000002,North West,2006,Gas,Industrial & Commercial,Ktoe ,2634.719
E12000003,Yorkshire and the Humber,2006,Gas,Industrial & Commercial,Ktoe ,2312.796
E12000004,East Midlands,2006,Gas,Industrial & Commercial,Ktoe ,1504.035
E12000005,West Midlands,2006,Gas,Industrial & Commercial,Ktoe ,1820.491
E12000006,East of England,2006,Gas,Industrial & Commercial,Ktoe ,1699.57
E12000007,Greater London,2006,Gas,Industrial & Commercial,Ktoe ,2236.189
E12000008,South East,2006,Gas,Industrial & Commercial,Ktoe ,2035.184
E12000009,South West,2006,Gas,Industrial & Commercial,Ktoe ,1230.003
N92000002,Northern Ireland,2006,Gas,Industrial & Commercial,Ktoe ,..
